,Date,Store_Number,Transaction_Count,target_pct,met_target,bonus_payable,month,day_of_week
16907,2014-01-01,25,840,0.336,False,False,1,2
16908,2014-01-01,36,487,0.1948,False,False,1,2
16909,2014-01-02,1,1875,0.75,False,False,1,3
16910,2014-01-02,2,2122,0.8488,False,False,1,3
16911,2014-01-02,3,3350,1.34,True,False,1,3
16912,2014-01-02,4,1661,0.6644,False,False,1,3
16913,2014-01-02,5,1807,0.7228,False,False,1,3
16914,2014-01-02,6,2051,0.8204,False,False,1,3
16915,2014-01-02,7,1836,0.7344,False,False,1,3
16916,2014-01-02,8,3049,1.2196,True,False,1,3
16917,2014-01-02,9,2497,0.9988,False,False,1,3
16918,2014-01-02,10,1320,0.528,False,False,1,3
16919,2014-01-02,11,2863,1.1452,True,False,1,3
16920,2014-01-02,12,1309,0.5236,False,False,1,3
16921,2014-01-02,13,1108,0.4432,False,False,1,3
16922,2014-01-02,14,1903,0.7612,False,False,1,3
16923,2014-01-02,15,1497,0.5988,False,False,1,3
16924,2014-01-02,16,1157,0.4628,False,False,1,3
16925,2014-01-02,17,1492,0.5968,False,False,1,3
16926,2014-01-02,18,1409,0.5636,False,False,1,3
16927,2014-01-02,19,1368,0.5472,False,False,1,3
16928,2014-01-02,23,1302,0.5208,False,False,1,3
16929,2014-01-02,24,2472,0.9888,False,False,1,3
16930,2014-01-02,25,1315,0.526,False,False,1,3
16931,2014-01-02,26,790,0.316,False,False,1,3
16932,2014-01-02,27,1391,0.5564,False,False,1,3
16933,2014-01-02,28,1112,0.4448,False,False,1,3
16934,2014-01-02,30,758,0.3032,False,False,1,3
16935,2014-01-02,31,1471,0.5884,False,False,1,3
16936,2014-01-02,33,1213,0.4852,False,False,1,3
16937,2014-01-02,34,2846,1.1384,True,False,1,3
16938,2014-01-02,35,731,0.2924,False,False,1,3
16939,2014-01-02,36,1116,0.4464,False,False,1,3
16940,2014-01-02,37,1856,0.7424,False,False,1,3
16941,2014-01-02,38,2038,0.8152,False,False,1,3
16942,2014-01-02,39,1563,0.6252,False,False,1,3
16943,2014-01-02,40,1405,0.562,False,False,1,3
16944,2014-01-02,41,1110,0.444,False,False,1,3
