,Date,Store_Number,Transaction_Count,target_pct,met_target,bonus_payable,month,day_of_week
34045,2015-01-01,25,2202,0.8808,False,False,1,3
34046,2015-01-02,1,1021,0.4084,False,False,1,4
34047,2015-01-02,2,1859,0.7436,False,False,1,4
34048,2015-01-02,3,3429,1.3716,True,False,1,4
34049,2015-01-02,4,1521,0.6084,False,False,1,4
34050,2015-01-02,5,1772,0.7088,False,False,1,4
34051,2015-01-02,6,2061,0.8244,False,False,1,4
34052,2015-01-02,7,1480,0.592,False,False,1,4
34053,2015-01-02,8,2638,1.0552,True,False,1,4
34054,2015-01-02,9,2403,0.9612,False,False,1,4
34055,2015-01-02,10,1146,0.4584,False,False,1,4
34056,2015-01-02,11,2988,1.1952,True,False,1,4
34057,2015-01-02,12,1364,0.5456,False,False,1,4
34058,2015-01-02,13,1149,0.4596,False,False,1,4
34059,2015-01-02,14,1541,0.6164,False,False,1,4
34060,2015-01-02,15,1380,0.552,False,False,1,4
34061,2015-01-02,16,1102,0.4408,False,False,1,4
34062,2015-01-02,17,1491,0.5964,False,False,1,4
34063,2015-01-02,18,984,0.3936,False,False,1,4
34064,2015-01-02,19,1622,0.6488,False,False,1,4
34065,2015-01-02,23,1133,0.4532,False,False,1,4
34066,2015-01-02,24,1898,0.7592,False,False,1,4
34067,2015-01-02,25,3114,1.2456,True,False,1,4
34068,2015-01-02,26,759,0.3036,False,False,1,4
34069,2015-01-02,27,1806,0.7224,False,False,1,4
34070,2015-01-02,28,1224,0.4896,False,False,1,4
34071,2015-01-02,30,618,0.2472,False,False,1,4
34072,2015-01-02,31,1759,0.7036,False,False,1,4
34073,2015-01-02,32,690,0.276,False,False,1,4
34074,2015-01-02,33,1138,0.4552,False,False,1,4
34075,2015-01-02,34,2708,1.0832,True,False,1,4
34076,2015-01-02,35,1138,0.4552,False,False,1,4
34077,2015-01-02,36,1554,0.6216,False,False,1,4
34078,2015-01-02,37,1744,0.6976,False,False,1,4
34079,2015-01-02,38,2331,0.9324,False,False,1,4
34080,2015-01-02,39,1600,0.64,False,False,1,4
34081,2015-01-02,40,1278,0.5112,False,False,1,4
34082,2015-01-02,41,1287,0.5148,False,False,1,4
34083,2015-01-02,43,1642,0.6568,False,False,1,4
34084,2015-01-02,44,4621,1.8484,True,False,1,4
34085,2015-01-02,45,4950,1.98,True,False,1,4
34086,2015-01-02,46,5317,2.1268,True,False,1,4
34087,2015-01-02,47,4937,1.9748,True,False,1,4
34088,2015-01-02,48,4474,1.7896,True,False,1,4
34089,2015-01-02,49,3097,1.2388,True,False,1,4
34090,2015-01-02,50,3445,1.378,True,False,1,4
34091,2015-01-02,51,1492,0.5968,False,False,1,4
34092,2015-01-02,53,982,0.3928,False,False,1,4
34093,2015-01-02,54,1122,0.4488,False,False,1,4
34094,2015-01-03,1,1015,0.406,False,False,1,5
34095,2015-01-03,2,1833,0.7332,False,False,1,5
34096,2015-01-03,3,3364,1.3456,True,False,1,5
34097,2015-01-03,4,1583,0.6332,False,False,1,5
34098,2015-01-03,5,1642,0.6568,False,False,1,5
34099,2015-01-03,6,2051,0.8204,False,False,1,5
34100,2015-01-03,7,1619,0.6476,False,False,1,5
34101,2015-01-03,8,2570,1.028,True,False,1,5
34102,2015-01-03,9,2378,0.9512,False,False,1,5
34103,2015-01-03,10,1254,0.5016,False,False,1,5
34104,2015-01-03,11,3021,1.2084,True,False,1,5
34105,2015-01-03,12,1311,0.5244,False,False,1,5
34106,2015-01-03,13,1342,0.5368,False,False,1,5
34107,2015-01-03,14,1832,0.7328,False,False,1,5
34108,2015-01-03,15,1420,0.568,False,False,1,5
34109,2015-01-03,16,1083,0.4332,False,False,1,5
34110,2015-01-03,17,1462,0.5848,False,False,1,5
34111,2015-01-03,18,1046,0.4184,False,False,1,5
34112,2015-01-03,19,2217,0.8868,False,False,1,5
34113,2015-01-03,23,1126,0.4504,False,False,1,5
34114,2015-01-03,24,2087,0.8348,False,False,1,5
34115,2015-01-03,25,2495,0.998,False,False,1,5
34116,2015-01-03,26,645,0.258,False,False,1,5
34117,2015-01-03,27,1794,0.7176,False,False,1,5
34118,2015-01-03,28,1245,0.498,False,False,1,5
34119,2015-01-03,30,559,0.2236,False,False,1,5
34120,2015-01-03,31,1728,0.6912,False,False,1,5
34121,2015-01-03,32,663,0.2652,False,False,1,5
34122,2015-01-03,33,1276,0.5104,False,False,1,5
34123,2015-01-03,34,2503,1.0012,True,False,1,5
34124,2015-01-03,35,1006,0.4024,False,False,1,5
34125,2015-01-03,36,1488,0.5952,False,False,1,5
34126,2015-01-03,37,1619,0.6476,False,False,1,5
34127,2015-01-03,38,2394,0.9576,False,False,1,5
34128,2015-01-03,39,1577,0.6308,False,False,1,5
34129,2015-01-03,40,1475,0.59,False,False,1,5
34130,2015-01-03,41,1320,0.528,False,False,1,5
34131,2015-01-03,43,1591,0.6364,False,False,1,5
34132,2015-01-03,44,4364,1.7456,True,False,1,5
34133,2015-01-03,45,4767,1.9068,True,False,1,5
34134,2015-01-03,46,5098,2.0392,True,False,1,5
34135,2015-01-03,47,4950,1.98,True,False,1,5
34136,2015-01-03,48,4306,1.7224,True,False,1,5
34137,2015-01-03,49,3118,1.2472,True,False,1,5
34138,2015-01-03,50,3534,1.4136,True,False,1,5
34139,2015-01-03,51,1585,0.634,False,False,1,5
34140,2015-01-03,53,1003,0.4012,False,False,1,5
34141,2015-01-03,54,929,0.3716,False,False,1,5
34142,2015-01-04,1,484,0.1936,False,False,1,6
34143,2015-01-04,2,1984,0.7936,False,False,1,6
34144,2015-01-04,3,3489,1.3956,True,False,1,6
34145,2015-01-04,4,1850,0.74,False,False,1,6
34146,2015-01-04,5,1638,0.6552,False,False,1,6
34147,2015-01-04,6,2277,0.9108,False,False,1,6
34148,2015-01-04,7,1626,0.6504,False,False,1,6
34149,2015-01-04,8,2759,1.1036,True,False,1,6
34150,2015-01-04,9,2481,0.9924,False,False,1,6
34151,2015-01-04,10,1114,0.4456,False,False,1,6
