,Date,Store_Number,Transaction_Count,target_pct,met_target,bonus_payable,month,day_of_week
71390,2017-01-01,25,1642,0.6568,False,False,1,6
71391,2017-01-02,1,516,0.2064,False,False,1,0
71392,2017-01-02,2,2083,0.8332,False,False,1,0
71393,2017-01-02,3,3918,1.5672,True,False,1,0
71394,2017-01-02,4,1682,0.6728,False,False,1,0
71395,2017-01-02,5,1293,0.5172,False,False,1,0
71396,2017-01-02,6,2268,0.9072,False,False,1,0
71397,2017-01-02,7,1681,0.6724,False,False,1,0
71398,2017-01-02,8,2995,1.198,True,False,1,0
71399,2017-01-02,9,2646,1.0584,True,False,1,0
71400,2017-01-02,10,1039,0.4156,False,False,1,0
71401,2017-01-02,11,3094,1.2376,True,False,1,0
71402,2017-01-02,12,1314,0.5256,False,False,1,0
71403,2017-01-02,13,1120,0.448,False,False,1,0
71404,2017-01-02,14,1402,0.5608,False,False,1,0
71405,2017-01-02,15,1336,0.5344,False,False,1,0
71406,2017-01-02,16,864,0.3456,False,False,1,0
71407,2017-01-02,17,2170,0.868,False,False,1,0
71408,2017-01-02,18,1364,0.5456,False,False,1,0
71409,2017-01-02,19,1400,0.56,False,False,1,0
71410,2017-01-02,20,2316,0.9264,False,False,1,0
71411,2017-01-02,21,1804,0.7216,False,False,1,0
71412,2017-01-02,22,941,0.3764,False,False,1,0
71413,2017-01-02,23,1003,0.4012,False,False,1,0
71414,2017-01-02,24,1808,0.7232,False,False,1,0
71415,2017-01-02,25,1519,0.6076,False,False,1,0
71416,2017-01-02,26,600,0.24,False,False,1,0
71417,2017-01-02,27,2040,0.816,False,False,1,0
71418,2017-01-02,28,1573,0.6292,False,False,1,0
71419,2017-01-02,29,1314,0.5256,False,False,1,0
71420,2017-01-02,30,595,0.238,False,False,1,0
71421,2017-01-02,31,1834,0.7336,False,False,1,0
71422,2017-01-02,32,627,0.2508,False,False,1,0
71423,2017-01-02,33,984,0.3936,False,False,1,0
71424,2017-01-02,34,2497,0.9988,False,False,1,0
71425,2017-01-02,35,862,0.3448,False,False,1,0
71426,2017-01-02,36,1315,0.526,False,False,1,0
71427,2017-01-02,37,1437,0.5748,False,False,1,0
71428,2017-01-02,38,2250,0.9,False,False,1,0
71429,2017-01-02,39,1788,0.7152,False,False,1,0
71430,2017-01-02,40,1312,0.5248,False,False,1,0
71431,2017-01-02,41,1420,0.568,False,False,1,0
71432,2017-01-02,42,1503,0.6012,False,False,1,0
71433,2017-01-02,43,1928,0.7712,False,False,1,0
71434,2017-01-02,44,5701,2.2804,True,False,1,0
71435,2017-01-02,45,5218,2.0872,True,False,1,0
71436,2017-01-02,46,5537,2.2148,True,False,1,0
71437,2017-01-02,47,5156,2.0624,True,False,1,0
71438,2017-01-02,48,4836,1.9344,True,False,1,0
71439,2017-01-02,49,4014,1.6056,True,False,1,0
71440,2017-01-02,50,3835,1.534,True,False,1,0
71441,2017-01-02,51,1606,0.6424,False,False,1,0
71442,2017-01-02,53,1345,0.538,False,False,1,0
71443,2017-01-02,54,1015,0.406,False,False,1,0
71444,2017-01-03,1,1946,0.7784,False,False,1,1
71445,2017-01-03,2,1922,0.7688,False,False,1,1
71446,2017-01-03,3,3406,1.3624,True,False,1,1
71447,2017-01-03,4,1560,0.624,False,False,1,1
71448,2017-01-03,5,1410,0.564,False,False,1,1
71449,2017-01-03,6,1939,0.7756,False,False,1,1
71450,2017-01-03,7,1894,0.7576,False,False,1,1
71451,2017-01-03,8,3026,1.2104,True,False,1,1
71452,2017-01-03,9,2443,0.9772,False,False,1,1
71453,2017-01-03,10,1106,0.4424,False,False,1,1
71454,2017-01-03,11,2656,1.0624,True,False,1,1
71455,2017-01-03,12,1270,0.508,False,False,1,1
71456,2017-01-03,13,939,0.3756,False,False,1,1
71457,2017-01-03,14,1533,0.6132,False,False,1,1
71458,2017-01-03,15,1479,0.5916,False,False,1,1
71459,2017-01-03,16,811,0.3244,False,False,1,1
71460,2017-01-03,17,1760,0.704,False,False,1,1
71461,2017-01-03,18,1489,0.5956,False,False,1,1
71462,2017-01-03,19,1326,0.5304,False,False,1,1
71463,2017-01-03,20,1735,0.694,False,False,1,1
71464,2017-01-03,21,1320,0.528,False,False,1,1
71465,2017-01-03,22,951,0.3804,False,False,1,1
71466,2017-01-03,23,1114,0.4456,False,False,1,1
71467,2017-01-03,24,2244,0.8976,False,False,1,1
71468,2017-01-03,25,1006,0.4024,False,False,1,1
71469,2017-01-03,26,620,0.248,False,False,1,1
71470,2017-01-03,27,1673,0.6692,False,False,1,1
71471,2017-01-03,28,1409,0.5636,False,False,1,1
71472,2017-01-03,29,1353,0.5412,False,False,1,1
71473,2017-01-03,30,806,0.3224,False,False,1,1
71474,2017-01-03,31,1587,0.6348,False,False,1,1
71475,2017-01-03,32,591,0.2364,False,False,1,1
71476,2017-01-03,33,1111,0.4444,False,False,1,1
71477,2017-01-03,34,2672,1.0688,True,False,1,1
71478,2017-01-03,35,844,0.3376,False,False,1,1
71479,2017-01-03,36,1348,0.5392,False,False,1,1
71480,2017-01-03,37,1657,0.6628,False,False,1,1
71481,2017-01-03,38,1734,0.6936,False,False,1,1
71482,2017-01-03,39,1638,0.6552,False,False,1,1
71483,2017-01-03,40,1725,0.69,False,False,1,1
71484,2017-01-03,41,1236,0.4944,False,False,1,1
71485,2017-01-03,42,1264,0.5056,False,False,1,1
71486,2017-01-03,43,1800,0.72,False,False,1,1
71487,2017-01-03,44,4639,1.8556,True,False,1,1
71488,2017-01-03,45,4129,1.6516,True,False,1,1
71489,2017-01-03,46,3720,1.488,True,False,1,1
71490,2017-01-03,47,4346,1.7384,True,False,1,1
71491,2017-01-03,48,3110,1.244,True,False,1,1
71492,2017-01-03,49,3286,1.3144,True,False,1,1
71493,2017-01-03,50,2725,1.09,True,False,1,1
71494,2017-01-03,51,1762,0.7048,False,False,1,1
71495,2017-01-03,53,1157,0.4628,False,False,1,1
71496,2017-01-03,54,958,0.3832,False,False,1,1
71497,2017-01-04,1,1905,0.762,False,False,1,2
71498,2017-01-04,2,2007,0.8028,False,False,1,2
71499,2017-01-04,3,3382,1.3528,True,False,1,2
71500,2017-01-04,4,1551,0.6204,False,False,1,2
71501,2017-01-04,5,1379,0.5516,False,False,1,2
71502,2017-01-04,6,1840,0.736,False,False,1,2
71503,2017-01-04,7,1951,0.7804,False,False,1,2
71504,2017-01-04,8,3034,1.2136,True,False,1,2
71505,2017-01-04,9,2142,0.8568,False,False,1,2
71506,2017-01-04,10,834,0.3336,False,False,1,2
71507,2017-01-04,11,2505,1.002,True,False,1,2
71508,2017-01-04,12,1254,0.5016,False,False,1,2
71509,2017-01-04,13,908,0.3632,False,False,1,2
71510,2017-01-04,14,1352,0.5408,False,False,1,2
71511,2017-01-04,15,1454,0.5816,False,False,1,2
71512,2017-01-04,16,722,0.2888,False,False,1,2
71513,2017-01-04,17,1381,0.5524,False,False,1,2
71514,2017-01-04,18,1304,0.5216,False,False,1,2
71515,2017-01-04,19,1226,0.4904,False,False,1,2
71516,2017-01-04,20,1401,0.5604,False,False,1,2
71517,2017-01-04,21,1103,0.4412,False,False,1,2
71518,2017-01-04,22,788,0.3152,False,False,1,2
71519,2017-01-04,23,1110,0.444,False,False,1,2
71520,2017-01-04,24,2299,0.9196,False,False,1,2
71521,2017-01-04,25,1036,0.4144,False,False,1,2
71522,2017-01-04,26,616,0.2464,False,False,1,2
71523,2017-01-04,27,1644,0.6576,False,False,1,2
71524,2017-01-04,28,1190,0.476,False,False,1,2
71525,2017-01-04,29,1180,0.472,False,False,1,2
71526,2017-01-04,30,704,0.2816,False,False,1,2
71527,2017-01-04,31,1380,0.552,False,False,1,2
71528,2017-01-04,32,516,0.2064,False,False,1,2
71529,2017-01-04,33,926,0.3704,False,False,1,2
